dataset,layer_name,layer_idx,angular_distance,type
Cars,model.visual.transformer.resblocks.4.mlp.c_proj,29,-0.04145586118102074,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.5.attn.q,30,0.16066941618919373,cross
Cars,model.visual.transformer.resblocks.5.attn.q,30,0.20896610617637634,corr
Cars,model.visual.transformer.resblocks.5.attn.q,30,0.05307520180940628,drift
Cars,model.visual.transformer.resblocks.5.attn.q,30,0.26835307478904724,tot
Cars,model.visual.transformer.resblocks.5.attn.q,30,-0.10374397039413452,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.5.attn.q,30,-0.050613678991794586,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.5.attn.k,31,0.19301001727581024,cross
Cars,model.visual.transformer.resblocks.5.attn.k,31,0.32848143577575684,corr
Cars,model.visual.transformer.resblocks.5.attn.k,31,0.05313906446099281,drift
Cars,model.visual.transformer.resblocks.5.attn.k,31,0.33578070998191833,tot
Cars,model.visual.transformer.resblocks.5.attn.k,31,-0.18761222064495087,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.5.attn.k,31,-0.05123758688569069,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.5.attn.v,32,0.31737661361694336,cross
Cars,model.visual.transformer.resblocks.5.attn.v,32,0.33080267906188965,corr
Cars,model.visual.transformer.resblocks.5.attn.v,32,0.05312696099281311,drift
Cars,model.visual.transformer.resblocks.5.attn.v,32,0.275531142950058,tot
Cars,model.visual.transformer.resblocks.5.attn.v,32,-0.3744671046733856,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.5.attn.v,32,-0.051308006048202515,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.5.attn.o,33,0.10013943165540695,cross
Cars,model.visual.transformer.resblocks.5.attn.o,33,0.17781740427017212,corr
Cars,model.visual.transformer.resblocks.5.attn.o,33,0.09585072845220566,drift
Cars,model.visual.transformer.resblocks.5.attn.o,33,0.19081972539424896,tot
Cars,model.visual.transformer.resblocks.5.attn.o,33,-0.07773611694574356,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.5.attn.o,33,-0.1052517220377922,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.5.mlp.c_fc,34,0.09528239071369171,cross
Cars,model.visual.transformer.resblocks.5.mlp.c_fc,34,0.1930980235338211,corr
Cars,model.visual.transformer.resblocks.5.mlp.c_fc,34,0.05262162163853645,drift
Cars,model.visual.transformer.resblocks.5.mlp.c_fc,34,0.14874878525733948,tot
Cars,model.visual.transformer.resblocks.5.mlp.c_fc,34,-0.1426222026348114,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.5.mlp.c_fc,34,-0.04963104799389839,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.5.mlp.c_proj,35,0.09191396087408066,cross
Cars,model.visual.transformer.resblocks.5.mlp.c_proj,35,0.18001572787761688,corr
Cars,model.visual.transformer.resblocks.5.mlp.c_proj,35,0.05350002646446228,drift
Cars,model.visual.transformer.resblocks.5.mlp.c_proj,35,0.18018022179603577,tot
Cars,model.visual.transformer.resblocks.5.mlp.c_proj,35,-0.08705251663923264,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.5.mlp.c_proj,35,-0.05819697678089142,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.6.attn.q,36,0.1602432280778885,cross
Cars,model.visual.transformer.resblocks.6.attn.q,36,0.23361919820308685,corr
Cars,model.visual.transformer.resblocks.6.attn.q,36,0.06943970918655396,drift
Cars,model.visual.transformer.resblocks.6.attn.q,36,0.24545739591121674,tot
Cars,model.visual.transformer.resblocks.6.attn.q,36,-0.14732840657234192,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.6.attn.q,36,-0.07051633298397064,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.6.attn.k,37,0.25687646865844727,cross
Cars,model.visual.transformer.resblocks.6.attn.k,37,0.2209034115076065,corr
Cars,model.visual.transformer.resblocks.6.attn.k,37,0.06937471777200699,drift
Cars,model.visual.transformer.resblocks.6.attn.k,37,0.3525935411453247,tot
Cars,model.visual.transformer.resblocks.6.attn.k,37,-0.12862592935562134,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.6.attn.k,37,-0.06593512743711472,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.6.attn.v,38,0.23034724593162537,cross
Cars,model.visual.transformer.resblocks.6.attn.v,38,0.22847239673137665,corr
Cars,model.visual.transformer.resblocks.6.attn.v,38,0.06945189088582993,drift
Cars,model.visual.transformer.resblocks.6.attn.v,38,0.2633712589740753,tot
Cars,model.visual.transformer.resblocks.6.attn.v,38,-0.1990867704153061,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.6.attn.v,38,-0.06581350415945053,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.6.attn.o,39,0.11281091719865799,cross
Cars,model.visual.transformer.resblocks.6.attn.o,39,0.17659525573253632,corr
Cars,model.visual.transformer.resblocks.6.attn.o,39,0.10602641850709915,drift
Cars,model.visual.transformer.resblocks.6.attn.o,39,0.2251875102519989,tot
Cars,model.visual.transformer.resblocks.6.attn.o,39,-0.08434116095304489,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.6.attn.o,39,-0.08590392023324966,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.6.mlp.c_fc,40,0.08421323448419571,cross
Cars,model.visual.transformer.resblocks.6.mlp.c_fc,40,0.19159473478794098,corr
Cars,model.visual.transformer.resblocks.6.mlp.c_fc,40,0.052193548530340195,drift
Cars,model.visual.transformer.resblocks.6.mlp.c_fc,40,0.174195796251297,tot
Cars,model.visual.transformer.resblocks.6.mlp.c_fc,40,-0.10212009400129318,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.6.mlp.c_fc,40,-0.051685627549886703,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.6.mlp.c_proj,41,0.101052425801754,cross
Cars,model.visual.transformer.resblocks.6.mlp.c_proj,41,0.3280303478240967,corr
Cars,model.visual.transformer.resblocks.6.mlp.c_proj,41,0.02349838986992836,drift
Cars,model.visual.transformer.resblocks.6.mlp.c_proj,41,0.31509506702423096,tot
Cars,model.visual.transformer.resblocks.6.mlp.c_proj,41,-0.11220791935920715,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.6.mlp.c_proj,41,-0.025278184562921524,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.7.attn.q,42,0.1717889904975891,cross
Cars,model.visual.transformer.resblocks.7.attn.q,42,0.2396734207868576,corr
Cars,model.visual.transformer.resblocks.7.attn.q,42,0.06914453953504562,drift
Cars,model.visual.transformer.resblocks.7.attn.q,42,0.2864319384098053,tot
Cars,model.visual.transformer.resblocks.7.attn.q,42,-0.128365620970726,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.7.attn.q,42,-0.06580939143896103,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.7.attn.k,43,0.21063534915447235,cross
Cars,model.visual.transformer.resblocks.7.attn.k,43,0.25652599334716797,corr
Cars,model.visual.transformer.resblocks.7.attn.k,43,0.06921211630105972,drift
Cars,model.visual.transformer.resblocks.7.attn.k,43,0.3170578181743622,tot
Cars,model.visual.transformer.resblocks.7.attn.k,43,-0.15932674705982208,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.7.attn.k,43,-0.05998889356851578,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.7.attn.v,44,0.3403811454772949,cross
Cars,model.visual.transformer.resblocks.7.attn.v,44,0.3373878598213196,corr
Cars,model.visual.transformer.resblocks.7.attn.v,44,0.06931247562170029,drift
Cars,model.visual.transformer.resblocks.7.attn.v,44,0.29916349053382874,tot
Cars,model.visual.transformer.resblocks.7.attn.v,44,-0.38425153493881226,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.7.attn.v,44,-0.0636664554476738,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.7.attn.o,45,0.09133975952863693,cross
Cars,model.visual.transformer.resblocks.7.attn.o,45,0.16409242153167725,corr
Cars,model.visual.transformer.resblocks.7.attn.o,45,0.08554396778345108,drift
Cars,model.visual.transformer.resblocks.7.attn.o,45,0.20220281183719635,tot
