dataset,layer_name,layer_idx,angular_distance,type
qasc,transformer.encoder.block.5.layer.0.SelfAttention.o,33,-0.23543719947338104,$\delta_\text{gsc}$
qasc,transformer.encoder.block.5.layer.0.SelfAttention.o,33,-0.17413784563541412,$\delta_\text{ssc}$
qasc,transformer.encoder.block.5.layer.1.DenseReluDense.wi,34,0.21682600677013397,cross
qasc,transformer.encoder.block.5.layer.1.DenseReluDense.wi,34,0.2536502480506897,corr
qasc,transformer.encoder.block.5.layer.1.DenseReluDense.wi,34,0.21863672137260437,drift
qasc,transformer.encoder.block.5.layer.1.DenseReluDense.wi,34,0.2888139486312866,tot
qasc,transformer.encoder.block.5.layer.1.DenseReluDense.wi,34,-0.12461766600608826,$\delta_\text{gsc}$
qasc,transformer.encoder.block.5.layer.1.DenseReluDense.wi,34,-0.27568137645721436,$\delta_\text{ssc}$
qasc,transformer.encoder.block.5.layer.1.DenseReluDense.wo,35,0.1993533968925476,cross
qasc,transformer.encoder.block.5.layer.1.DenseReluDense.wo,35,0.28816917538642883,corr
qasc,transformer.encoder.block.5.layer.1.DenseReluDense.wo,35,0.12737852334976196,drift
qasc,transformer.encoder.block.5.layer.1.DenseReluDense.wo,35,0.2840697169303894,tot
qasc,transformer.encoder.block.5.layer.1.DenseReluDense.wo,35,-0.19036054611206055,$\delta_\text{gsc}$
qasc,transformer.encoder.block.5.layer.1.DenseReluDense.wo,35,-0.14047083258628845,$\delta_\text{ssc}$
qasc,transformer.encoder.block.6.layer.0.SelfAttention.q,36,0.3017769753932953,cross
qasc,transformer.encoder.block.6.layer.0.SelfAttention.q,36,0.42912909388542175,corr
qasc,transformer.encoder.block.6.layer.0.SelfAttention.q,36,0.3771035373210907,drift
qasc,transformer.encoder.block.6.layer.0.SelfAttention.q,36,0.37499040365219116,tot
qasc,transformer.encoder.block.6.layer.0.SelfAttention.q,36,-0.2848624885082245,$\delta_\text{gsc}$
qasc,transformer.encoder.block.6.layer.0.SelfAttention.q,36,-0.4481567144393921,$\delta_\text{ssc}$
qasc,transformer.encoder.block.6.layer.0.SelfAttention.k,37,0.2508683204650879,cross
qasc,transformer.encoder.block.6.layer.0.SelfAttention.k,37,0.4280720353126526,corr
qasc,transformer.encoder.block.6.layer.0.SelfAttention.k,37,0.3802758455276489,drift
qasc,transformer.encoder.block.6.layer.0.SelfAttention.k,37,0.38252055644989014,tot
qasc,transformer.encoder.block.6.layer.0.SelfAttention.k,37,-0.212673157453537,$\delta_\text{gsc}$
qasc,transformer.encoder.block.6.layer.0.SelfAttention.k,37,-0.4640224874019623,$\delta_\text{ssc}$
qasc,transformer.encoder.block.6.layer.0.SelfAttention.v,38,0.22323013842105865,cross
qasc,transformer.encoder.block.6.layer.0.SelfAttention.v,38,0.4565873146057129,corr
qasc,transformer.encoder.block.6.layer.0.SelfAttention.v,38,0.37556520104408264,drift
qasc,transformer.encoder.block.6.layer.0.SelfAttention.v,38,0.3288234770298004,tot
qasc,transformer.encoder.block.6.layer.0.SelfAttention.v,38,-0.303169310092926,$\delta_\text{gsc}$
qasc,transformer.encoder.block.6.layer.0.SelfAttention.v,38,-0.42338988184928894,$\delta_\text{ssc}$
qasc,transformer.encoder.block.6.layer.0.SelfAttention.o,39,0.2123546004295349,cross
qasc,transformer.encoder.block.6.layer.0.SelfAttention.o,39,0.21206402778625488,corr
qasc,transformer.encoder.block.6.layer.0.SelfAttention.o,39,0.17728348076343536,drift
qasc,transformer.encoder.block.6.layer.0.SelfAttention.o,39,0.2804431617259979,tot
qasc,transformer.encoder.block.6.layer.0.SelfAttention.o,39,-0.20401999354362488,$\delta_\text{gsc}$
qasc,transformer.encoder.block.6.layer.0.SelfAttention.o,39,-0.11723895370960236,$\delta_\text{ssc}$
qasc,transformer.encoder.block.6.layer.1.DenseReluDense.wi,40,0.17575544118881226,cross
qasc,transformer.encoder.block.6.layer.1.DenseReluDense.wi,40,0.2481893002986908,corr
qasc,transformer.encoder.block.6.layer.1.DenseReluDense.wi,40,0.2108500599861145,drift
qasc,transformer.encoder.block.6.layer.1.DenseReluDense.wi,40,0.2064819633960724,tot
qasc,transformer.encoder.block.6.layer.1.DenseReluDense.wi,40,-0.16836734116077423,$\delta_\text{gsc}$
qasc,transformer.encoder.block.6.layer.1.DenseReluDense.wi,40,-0.25994551181793213,$\delta_\text{ssc}$
qasc,transformer.encoder.block.6.layer.1.DenseReluDense.wo,41,0.3191443979740143,cross
qasc,transformer.encoder.block.6.layer.1.DenseReluDense.wo,41,0.368850439786911,corr
qasc,transformer.encoder.block.6.layer.1.DenseReluDense.wo,41,0.14262254536151886,drift
qasc,transformer.encoder.block.6.layer.1.DenseReluDense.wo,41,0.28604865074157715,tot
qasc,transformer.encoder.block.6.layer.1.DenseReluDense.wo,41,-0.39748379588127136,$\delta_\text{gsc}$
qasc,transformer.encoder.block.6.layer.1.DenseReluDense.wo,41,-0.14708493649959564,$\delta_\text{ssc}$
qasc,transformer.encoder.block.7.layer.0.SelfAttention.q,42,0.3378332853317261,cross
qasc,transformer.encoder.block.7.layer.0.SelfAttention.q,42,0.41209444403648376,corr
qasc,transformer.encoder.block.7.layer.0.SelfAttention.q,42,0.35434603691101074,drift
qasc,transformer.encoder.block.7.layer.0.SelfAttention.q,42,0.3809865713119507,tot
qasc,transformer.encoder.block.7.layer.0.SelfAttention.q,42,-0.302744597196579,$\delta_\text{gsc}$
qasc,transformer.encoder.block.7.layer.0.SelfAttention.q,42,-0.4205425977706909,$\delta_\text{ssc}$
qasc,transformer.encoder.block.7.layer.0.SelfAttention.k,43,0.273342490196228,cross
qasc,transformer.encoder.block.7.layer.0.SelfAttention.k,43,0.43451637029647827,corr
qasc,transformer.encoder.block.7.layer.0.SelfAttention.k,43,0.3658744692802429,drift
qasc,transformer.encoder.block.7.layer.0.SelfAttention.k,43,0.32013747096061707,tot
qasc,transformer.encoder.block.7.layer.0.SelfAttention.k,43,-0.320292592048645,$\delta_\text{gsc}$
qasc,transformer.encoder.block.7.layer.0.SelfAttention.k,43,-0.43330326676368713,$\delta_\text{ssc}$
qasc,transformer.encoder.block.7.layer.0.SelfAttention.v,44,0.26536810398101807,cross
qasc,transformer.encoder.block.7.layer.0.SelfAttention.v,44,0.4469452202320099,corr
qasc,transformer.encoder.block.7.layer.0.SelfAttention.v,44,0.3500605523586273,drift
qasc,transformer.encoder.block.7.layer.0.SelfAttention.v,44,0.31242141127586365,tot
qasc,transformer.encoder.block.7.layer.0.SelfAttention.v,44,-0.3480047583580017,$\delta_\text{gsc}$
qasc,transformer.encoder.block.7.layer.0.SelfAttention.v,44,-0.4019477069377899,$\delta_\text{ssc}$
qasc,transformer.encoder.block.7.layer.0.SelfAttention.o,45,0.21071216464042664,cross
qasc,transformer.encoder.block.7.layer.0.SelfAttention.o,45,0.1650780737400055,corr
qasc,transformer.encoder.block.7.layer.0.SelfAttention.o,45,0.1856330782175064,drift
qasc,transformer.encoder.block.7.layer.0.SelfAttention.o,45,0.3056821823120117,tot
qasc,transformer.encoder.block.7.layer.0.SelfAttention.o,45,-0.13374537229537964,$\delta_\text{gsc}$
qasc,transformer.encoder.block.7.layer.0.SelfAttention.o,45,-0.12199576199054718,$\delta_\text{ssc}$
qasc,transformer.encoder.block.7.layer.1.DenseReluDense.wi,46,0.16648052632808685,cross
qasc,transformer.encoder.block.7.layer.1.DenseReluDense.wi,46,0.2120574712753296,corr
qasc,transformer.encoder.block.7.layer.1.DenseReluDense.wi,46,0.20089267194271088,drift
qasc,transformer.encoder.block.7.layer.1.DenseReluDense.wi,46,0.25392645597457886,tot
qasc,transformer.encoder.block.7.layer.1.DenseReluDense.wi,46,-0.0792897641658783,$\delta_\text{gsc}$
qasc,transformer.encoder.block.7.layer.1.DenseReluDense.wi,46,-0.24621444940567017,$\delta_\text{ssc}$
qasc,transformer.encoder.block.7.layer.1.DenseReluDense.wo,47,0.2494831383228302,cross
qasc,transformer.encoder.block.7.layer.1.DenseReluDense.wo,47,0.3981635868549347,corr
qasc,transformer.encoder.block.7.layer.1.DenseReluDense.wo,47,0.1306089162826538,drift
qasc,transformer.encoder.block.7.layer.1.DenseReluDense.wo,47,0.4108981788158417,tot
